created_date,water_pH,TDS,water_temp
2023-01-26 10:38:00,7.94,329.0,23.69
2023-01-26 10:39:00,5.98,233.0,23.75
2023-01-26 10:40:00,7.43,233.0,23.75
2023-01-26 10:41:00,7.433863636363636,233.38636363636363,23.755681818181817
2023-01-26 10:42:00,7.4377272727272725,233.77272727272728,23.761363636363637
2023-01-26 10:43:00,7.441590909090909,234.1590909090909,23.767045454545453
2023-01-26 10:44:00,7.445454545454545,234.54545454545453,23.772727272727273
2023-01-26 10:45:00,7.449318181818182,234.9318181818182,23.77840909090909
2023-01-26 10:46:00,7.453181818181818,235.3181818181818,23.78409090909091
2023-01-26 10:47:00,7.4570454545454545,235.70454545454547,23.789772727272727
2023-01-26 10:48:00,7.460909090909091,236.0909090909091,23.795454545454547
2023-01-26 10:49:00,7.464772727272727,236.47727272727272,23.801136363636363
2023-01-26 10:50:00,7.468636363636364,236.86363636363637,23.806818181818183
2023-01-26 10:51:00,7.4725,237.25,23.8125
2023-01-26 10:52:00,7.476363636363636,237.63636363636363,23.818181818181817
2023-01-26 10:53:00,7.480227272727272,238.02272727272728,23.823863636363637
2023-01-26 10:54:00,7.4840909090909085,238.4090909090909,23.829545454545453
2023-01-26 10:55:00,7.487954545454545,238.79545454545453,23.835227272727273
2023-01-26 10:56:00,7.491818181818181,239.1818181818182,23.84090909090909
2023-01-26 10:57:00,7.495681818181818,239.5681818181818,23.84659090909091
2023-01-26 10:58:00,7.499545454545454,239.95454545454547,23.852272727272727
2023-01-26 10:59:00,7.5034090909090905,240.3409090909091,23.857954545454547
2023-01-26 11:00:00,7.507272727272727,240.72727272727272,23.863636363636363
2023-01-26 11:01:00,7.511136363636363,241.11363636363637,23.869318181818183
2023-01-26 11:02:00,7.515,241.5,23.875
2023-01-26 11:03:00,7.518863636363636,241.88636363636363,23.880681818181817
2023-01-26 11:04:00,7.5227272727272725,242.27272727272728,23.886363636363637
2023-01-26 11:05:00,7.526590909090909,242.6590909090909,23.892045454545453
2023-01-26 11:06:00,7.530454545454545,243.04545454545453,23.897727272727273
2023-01-26 11:07:00,7.534318181818182,243.4318181818182,23.90340909090909
2023-01-26 11:08:00,7.538181818181818,243.8181818181818,23.90909090909091
2023-01-26 11:09:00,7.5420454545454545,244.20454545454547,23.914772727272727
2023-01-26 11:10:00,7.545909090909091,244.5909090909091,23.920454545454547
2023-01-26 11:11:00,7.549772727272727,244.97727272727272,23.926136363636363
2023-01-26 11:12:00,7.553636363636364,245.36363636363637,23.931818181818183
2023-01-26 11:13:00,7.557499999999999,245.75,23.9375
2023-01-26 11:14:00,7.561363636363636,246.13636363636363,23.943181818181817
2023-01-26 11:15:00,7.565227272727272,246.52272727272728,23.948863636363637
2023-01-26 11:16:00,7.569090909090908,246.9090909090909,23.954545454545453
2023-01-26 11:17:00,7.572954545454545,247.29545454545453,23.960227272727273
2023-01-26 11:18:00,7.576818181818181,247.6818181818182,23.96590909090909
2023-01-26 11:19:00,7.580681818181818,248.0681818181818,23.97159090909091
2023-01-26 11:20:00,7.584545454545454,248.45454545454544,23.977272727272727
2023-01-26 11:21:00,7.58840909090909,248.8409090909091,23.982954545454547
2023-01-26 11:22:00,7.592272727272727,249.22727272727272,23.988636363636363
2023-01-26 11:23:00,7.596136363636363,249.61363636363637,23.994318181818183
2023-01-26 11:24:00,7.6,250.0,24.0
2023-01-26 11:25:00,7.6,249.66666666666666,24.006666666666668
2023-01-26 11:26:00,7.6,249.33333333333334,24.013333333333332
2023-01-26 11:27:00,7.6,249.0,24.02
2023-01-26 11:28:00,7.6,248.66666666666666,24.026666666666667
2023-01-26 11:29:00,7.6,248.33333333333334,24.03333333333333
2023-01-26 11:30:00,7.6,248.0,24.04
2023-01-26 11:31:00,7.6,247.66666666666666,24.046666666666667
2023-01-26 11:32:00,7.6,247.33333333333334,24.05333333333333
2023-01-26 11:33:00,7.6,247.0,24.06
2023-01-26 11:34:00,7.6,247.06896551724137,24.064482758620688
2023-01-26 11:35:00,7.6,247.13793103448276,24.068965517241377
